Striker_ID,Nationality,Footedness,Marital Status,Goals Scored,Assists,Shots on Target,Shot Accuracy,Conversion Rate,Dribbling Success,Movement off the Ball,Hold-up Play,Aerial Duels Won,Defensive Contribution,Big Game Performance,Consistency,Penalty Success Rate,Impact on Team Performance,Off-field Conduct
54,France,Right-footed,Yes,18.05838144,8.76326253,26.82471636,0.5173119646,0.1848136986,0.7389614177,62.16246479,85.11556552,20.9742117,30.33843277,6.457370044,0.813867714,0.7252544346,7.649316471,5.69167323
55,Germany,Left-footed,No,20.15499761,9.012807986,21.14786392,0.5773521108,0.1327064538,0.6131707268,87.34936576,41.59922255,14.9015234,39.20611576,4.566838392,0.7436426461,0.7719497947,7.28598127,9.710403015
56,England,Right-footed,Yes,19.6564006,6.764369102,20.29863642,0.6367365507,0.159037107,0.7534629086,61.43227906,59.67719389,21.03180886,36.99534051,4.756939705,0.6049072109,0.6597133843,3.547978763,8.52858042
57,Spain,Left-footed,No,10.80391238,6.537181328,24.8211215,0.6913584626,0.1761889563,0.4364252261,64.44453221,66.40542935,27.31097969,29.94398624,8.418705029,0.7575576373,0.789186101,6.459266606,10.62756435
58,Brazil,Right-footed,No,13.45393812,6.702325437,33.20910313,0.5196821049,0.243719459,0.7003375507,72.04389032,61.23078202,22.24317882,43.60164184,7.038916511,0.8548864142,0.9112100619,6.945231359,7.969056719
59,Spain,Left-footed,Yes,16.65631716,9.183356427,28.80520108,0.7492688569,0.2131280665,0.7327821173,57.97850474,58.86871947,24.80993595,34.62354242,6.722975511,0.7470783594,0.8685290085,10.9062144,6.264049155
60,Brazil,Left-footed,No,19.87772564,6.737046558,22.40569968,0.5728876399,0.2096794956,0.792427014,66.04319288,47.00783637,18.81494015,46.5540383,6.152219915,0.8275115122,0.9402009326,8.373913264,7.572813516
61,Brazil,Left-footed,No,12.60412881,8.869324571,30.40189097,0.5978632706,0.2425448981,0.5986104048,73.17453261,62.32786743,23.7495012,29.29808437,6.389622309,0.6454470514,0.7697114756,10.07212236,4.934632058
62,Spain,Right-footed,No,14.07170512,14.2262024,5.060201656,0.5252788321,0.1931314106,0.7085687161,66.67139596,52.43236023,21.39633919,57.19040613,9.093823589,0.7473739207,0.9346099795,8.195075412,5.742818654
63,France,Right-footed,Yes,9.46832513,10.61337411,33.0413599,0.357575974,0.2195232425,0.6074575374,69.06613141,38.10078295,15.24544635,31.03667341,6.329511836,0.6875489545,0.7806695774,5.577393546,9.944887996
64,Brazil,Left-footed,No,9.01896688,7.021929403,12.82200355,0.6884045396,0.1948389124,0.7255383756,64.70667888,71.94592221,21.59260502,42.19302337,4.317870573,0.824698084,0.9471585083,7.234248432,9.745574829
65,Brazil,Right-footed,Yes,19.06262911,11.60364177,22.46291341,0.6736843897,0.2132681175,0.6104653678,54.85529691,69.5838582,15.04151668,47.9185931,8.487303551,0.7531491562,0.7978143253,7.472447293,8.72600857
66,Spain,Left-footed,No,21.78120014,6.775773881,17.16231074,0.5718672443,0.1708620671,0.6591899161,73.21593211,60.51660977,16.83559863,34.2935957,6.590246672,0.8190073676,0.8707231374,5.12168886,4.557844958
67,Brazil,Right-footed,Yes,14.63994939,1.885626394,15.93722967,0.6066990717,0.07805914209,0.6004184605,87.54933072,62.29074688,20.94664154,48.52468643,7.062791731,0.8587710426,0.9475112364,6.231225247,7.283192849
68,Brazil,Left-footed,Yes,20.01766449,4.975741067,33.12578751,0.6515939218,0.1932860419,0.7651136242,70.18401631,70.74318013,21.48622137,27.70816402,10.21515661,0.8191618575,0.7806572371,6.588466013,5.550000223
69,Spain,Left-footed,No,16.80818013,2.387624237,21.72609159,0.4437454143,0.2711374068,0.7858451117,72.25264117,62.24339657,14.05383767,54.52117699,6.958878885,0.7773118434,0.8218388988,10.21123967,10.35306651
70,Spain,Right-footed,No,11.77440123,6.945459548,27.42552717,0.5470947323,0.2463107701,0.676537943,76.92722755,69.04017555,25.26992886,40.14149265,7.578367346,0.6501787741,0.9288863425,2.838518949,6.832555733
71,England,Left-footed,Yes,16.80697803,8.055255138,24.67155595,0.679426468,0.2482698742,0.7038237995,,57.02517799,22.86003139,34.03588592,4.642153017,0.7497213889,,9.411636841,5.828504578
72,France,Right-footed,Yes,22.69018283,13.02931194,28.33928579,0.4745710577,0.2618065361,0.5551408585,87.02514658,73.11983739,16.47635782,37.00818228,6.560661095,0.6966909598,,5.12640953,8.05959233
73,France,Left-footed,No,14.8208698,8.980782121,25.53775324,0.6293557932,0.2044328795,0.6700323352,,63.20785726,12.31207602,48.08919269,8.21905209,0.7155936043,,4.255841625,6.719691086
74,Brazil,Left-footed,Yes,22.82321828,7.342698414,16.01905443,0.4643418195,0.2098657854,0.6949795383,,61.94051944,19.2754771,34.15544708,3.889252532,0.7125465849,,9.35988426,10.96748782
75,France,Right-footed,No,1.90127448,10.48821674,31.97386774,0.6466429982,0.1691174052,0.9620793091,62.66967004,47.29938911,17.77028143,32.50642311,7.401690186,0.6520074425,,8.463796138,6.530378205
76,Brazil,Right-footed,No,19.10951252,1.366594073,21.54370392,0.5964358518,0.1841963572,0.5888032974,88.18061923,62.86955854,20.56570229,37.78463402,7.201582145,0.5542661411,0.9156006669,9.509037405,5.201543482
77,England,Right-footed,No,15.43523534,8.706843674,14.10392671,0.4384868184,0.2307885575,0.8464177239,77.75155494,51.68045083,18.18441669,28.23037887,7.082574911,0.6831856952,0.7391506096,8.601403895,3.694172968
78,Spain,Left-footed,No,13.50496325,10.31259558,22.00319387,0.7164739354,0.2601942219,0.7996858773,,53.61717273,9.962715696,58.20543908,,0.7693379452,0.6992132087,11.11969,7.938426995
79,Spain,Right-footed,Yes,15.45880388,3.564241263,35.50531853,0.5265408423,0.1930276862,0.7280636404,,51.84624372,18.05826531,34.33605409,,0.6151822955,0.8253737297,8.117447674,6.876139772
80,Spain,Left-footed,No,5.062155427,11.43126213,30.95155219,0.5189747563,0.1774905368,0.8758620484,,49.33765068,18.47190444,48.31616786,9.956143797,0.7515682236,0.6206923602,6.687045248,5.142190787
81,France,Left-footed,Yes,13.90164056,9.015489222,22.55943506,0.6200569197,0.2000263979,0.7372105473,82.00531658,81.24771403,23.16830512,42.09470084,5.012820969,0.9400268424,0.7712093923,7.685852755,10.37845292
82,England,Right-footed,No,16.78556286,6.754136258,22.55519607,0.7148637349,0.2300603374,0.7389159196,71.4035987,73.31339062,16.50900163,30.1546595,7.271849134,0.8523056555,0.8245038664,9.486938257,9.334490295
83,France,Right-footed,Yes,22.38947022,9.898345598,22.74855464,0.4984178181,0.1278072592,0.6946879347,50.32930296,79.20367502,28.39337337,39.94045291,7.168933573,0.9143541509,0.7730048103,5.441249349,7.943564242
84,France,Left-footed,No,12.40864891,14.81207857,39.53723588,0.606167985,0.08519095234,0.8223568882,58.82813538,47.7710498,10.44179725,47.84002779,4.861491012,0.7891127877,0.6456549057,5.696222835,10.72865249
85,England,Left-footed,Yes,10.95753199,8.545598765,27.67354817,0.64288165,0.1724731575,0.8096469234,68.14154248,60.7125375,26.55583749,38.11738665,8.912590004,0.8667509823,0.9594177956,6.382079971,9.325072067
86,England,Right-footed,Yes,12.49121478,8.744661759,28.01029153,0.6693105607,0.1389643787,0.6374322713,73.09998983,47.06492375,18.87840515,51.93112946,11.64934661,0.677603527,0.8103538154,2.790834402,6.354288197
87,England,Right-footed,No,19.57701059,6.621917301,32.21198418,0.6176441555,0.1745929901,0.5680752805,69.43411511,53.04305123,24.29792436,50.21515393,6.965987851,0.6855659733,0.9431152118,7.276156817,5.921559672
88,England,Right-footed,No,16.64375555,5.450466892,26.67152411,0.5632972161,0.1926109841,0.6797019363,82.1897079,50.81873017,20.39900742,49.18914855,8.010042177,0.4760859794,0.773996375,3.227742592,9.635963089
89,Spain,Right-footed,No,12.35119898,10.49100745,23.18670498,0.5172409779,0.1773375795,0.6199961436,50.48898136,72.39584006,25.69777768,35.40343228,7.169036952,0.8686145474,0.7119988018,7.106118626,8.792733913
90,Germany,Right-footed,No,17.56633717,5.431748522,23.62555106,0.6086143883,0.2726233767,0.6936475425,71.43587937,56.03770322,18.06319018,29.20157552,5.57283066,0.904032398,0.826918092,8.730579512,8.339495536
91,Germany,Left-footed,Yes,15.48538775,8.214698712,24.49879118,0.4927860988,0.2163372382,0.8237438135,51.82020775,70.68379334,14.50689787,33.86412395,3.358479444,0.6946822755,0.7784212874,6.046247079,6.307004394
92,England,Left-footed,No,19.84322495,6.56702766,24.73944434,0.3078649517,0.215023718,0.6542698345,77.59712295,66.0412089,27.10252144,41.96240941,5.588453034,0.7246048294,0.6822238542,10.35423174,9.215895134
93,Germany,Left-footed,Yes,11.48973453,9.436939477,30.09340681,0.6436559804,0.2311103572,0.6957176619,69.05541286,83.03638752,19.43259677,45.45786714,4.216083238,0.6746137886,0.9469784259,4.078998201,6.489002234
94,Germany,Left-footed,Yes,13.36168927,9.000986316,25.3636212,0.6903934841,0.1430583441,0.7058022735,74.19609972,45.20555777,21.10779237,18.28428595,10.40820416,0.7882653551,0.7377729777,9.382521363,7.796026691
95,England,Right-footed,No,13.03945923,11.11261983,30.12848054,0.3637067564,0.2519555894,0.7848430882,61.36117039,72.5923324,26.17375957,39.91886798,6.769780612,0.8624932545,0.6159733615,8.350274113,10.89388829
96,Germany,Right-footed,Yes,7.682425259,6.469950803,24.43498394,0.4990269295,0.1962117857,0.4753110666,82.79464932,71.4644087,14.84022379,41.58089225,6.308161342,0.5757228026,0.9328166054,3.567933503,6.678331528
97,France,Right-footed,Yes,16.48060139,7.190375194,25.55044633,0.6619154261,0.2335240309,0.6393299705,80.41724664,50.26621162,22.97745449,37.22455744,8.77830765,0.7909438531,0.7495701984,12.4215886,4.854021486
98,Brazil,Left-footed,Yes,16.30527636,5.063708853,11.01259521,0.805749547,0.1464071383,0.7211283692,75.83544303,70.07133336,17.05052622,52.91273839,4.756497794,0.7223328228,0.7392176107,6.872509429,5.894905616
99,Brazil,Left-footed,Yes,15.02556728,6.66712022,31.41429372,0.6020793708,0.1223120617,0.8200078956,68.70482753,63.36144963,19.33915322,44.21780074,5.466271924,0.7613394392,0.6234612413,5.245031956,9.988597653
100,England,Right-footed,No,13.82706433,9.131901479,27.42541933,0.5271997059,0.2408944829,0.6508097552,75.79857285,57.7252374,20.36139483,53.10191908,7.136144538,0.7958994002,0.9740941487,4.18582561,8.509462275
101,Spain,Right-footed,No,7.92314629,10.27096585,31.98607077,0.5817103559,0.2188204763,0.5123447294,62.93107432,51.76064513,12.49889069,37.8403948,9.057537983,0.7311797561,0.6710519413,6.559963945,7.742245243
102,England,Left-footed,No,12.89677339,5.233504027,4.726212353,0.7374876419,0.1548974223,0.7619711446,78.55555659,52.80890549,16.10581479,49.37477493,8.00337009,0.7396413147,0.8058449481,6.745186255,6.981812389
103,Spain,Left-footed,No,13.28642742,10.60881776,39.61862293,0.5354035821,0.1565168459,0.6364637611,86.49480894,80.49812096,26.75536446,56.35066395,7.496650285,0.7286124832,0.8912620323,7.205291057,8.970719815
104,Brazil,Right-footed,Yes,10.98861365,12.06691358,24.0228726,0.5200807993,0.2562717392,0.5810333341,80.7061056,60.00682819,24.43095594,53.11693449,7.15623547,0.8470316202,0.8421716933,6.404407688,6.301790298
105,England,Right-footed,Yes,14.19357144,9.24030471,32.75727972,0.5517256478,0.1405294054,0.637565461,62.7039753,67.82130002,19.68680211,29.07858407,7.800471711,0.791875996,0.7940345688,8.26645062,8.611331137
106,France,Left-footed,No,17.02025428,13.63038744,17.72065851,0.5046671392,0.2821336477,0.6815474642,73.61417317,52.09100618,21.21561729,37.46323922,7.40330581,0.7720583538,0.6298334142,6.224740335,6.537490862
107,Germany,Right-footed,No,24.43092951,5.678632403,29.28941734,0.6122670316,0.1549689633,0.6395255335,57.06858456,52.20147054,18.52878747,36.54835295,4.94005545,0.6229048279,0.7190275164,3.130071766,6.204681229
108,Spain,Right-footed,No,15.87288906,4.26603589,17.62609106,0.7624678458,0.2319195963,0.4794433943,75.72390311,70.81984809,26.78291693,44.89254535,7.092158443,0.7121420257,0.8187800338,6.701277009,6.72502513
109,Germany,Right-footed,Yes,16.28775195,2.663839253,20.63361728,0.6323079273,0.1835690762,0.7897066197,74.50603413,46.50423788,18.99823711,46.86353555,4.852622682,0.839866916,0.721282593,2.265044693,7.249185107
110,Germany,Left-footed,No,14.62777042,12.48813293,38.39821948,0.5747646498,0.2301593716,0.8274875041,51.3018366,55.84786232,21.15921046,31.61107326,7.162165086,0.7537696573,0.820335946,7.707541262,7.902340328
111,England,Left-footed,No,5.406143924,9.963096969,23.66522319,0.5708188731,0.1727942999,0.7651521991,58.38216156,60.34027411,25.73015072,40.67838514,6.038704117,0.815953147,0.8681743409,5.041399539,8.47091159
112,Germany,Left-footed,No,14.86743062,7.833245987,26.52203011,0.4436809191,0.1918603547,0.586231433,67.16861103,61.11372602,16.11314258,19.80072668,12.07876325,0.92665118,0.8962502886,7.32672071,0.6232694171
113,France,Left-footed,Yes,15.30115105,8.839905879,31.09047411,0.6883109777,0.2020459588,0.6798508466,66.99140253,58.20906715,27.79394592,54.41945006,6.920211232,0.8538606069,0.6773820642,9.628149963,6.384698885
114,Germany,Left-footed,Yes,27.31621056,4.623532858,28.46977322,0.5922162803,0.1498906272,0.6993478685,57.90523065,63.95819781,12.34769295,34.87625759,4.191520867,0.7593158338,1,5.102502609,7.216860045
115,England,Left-footed,Yes,14.03819518,15.33725594,26.05293234,0.5819520086,0.2370412173,0.759879439,73.88978729,66.92855756,28.14821066,40.5586394,6.731639579,0.698901083,0.8767479345,9.122512517,11.01012408
116,France,Left-footed,Yes,16.50773671,8.387663546,27.55472702,0.9193107568,0.1743393217,0.7668340489,72.51473609,67.34637545,18.13662208,36.90350286,8.038717491,0.4946450404,0.7998285846,6.133220867,5.839994783
117,Brazil,Right-footed,Yes,14.82644115,8.328184384,41.8239091,0.6298752908,0.1885700042,0.6265826201,68.05730868,50.14196191,18.78650626,51.46027575,10.34672789,0.7331615078,0.9089536583,10.5063896,8.325593236
118,Germany,Right-footed,Yes,9.156609812,10.17729987,24.59666842,0.524820895,0.1502825313,0.7081995556,62.442085,57.15844902,10.54994914,11.62493559,5.8210952,0.7173987504,1,6.269694774,10.99006062
119,England,Right-footed,Yes,20.71411407,9.443027695,26.40769333,0.5573642404,0.07188331706,0.7457280405,80.48707126,71.94762862,17.72602641,39.83389658,3.835144052,0.7890366194,0.6561279899,5.319014029,5.37406294
120,Brazil,Right-footed,Yes,18.75966516,8.671652073,32.35458077,0.7148445709,0.1904486119,0.8455822322,86.55407113,68.94647188,14.80096734,38.94181243,8.633674023,0.7346094773,0.7774737358,8.374476901,8.787950452
121,Brazil,Right-footed,No,18.95515974,5.628576634,32.73868153,0.6113270411,0.3206307711,0.770450654,65.16438516,46.27140549,16.96176827,35.46363612,4.238802588,0.7179614941,0.562156834,6.128420541,6.395456332
122,Spain,Right-footed,No,10.45306273,9.414405071,33.30921214,0.4561722022,0.2392302144,0.7789056687,63.87833083,63.514799,19.31344517,57.26226546,6.127689117,0.5720601069,0.8192651533,5.317100972,6.990732515
123,France,Right-footed,Yes,22.01397155,13.64607349,29.47111155,0.6919228935,0.199036981,0.7083826628,74.91207665,40.21774751,24.78895807,31.12670541,6.484759029,0.6560032171,0.8365394242,6.044320299,6.393778332
124,Germany,Left-footed,Yes,7.990744686,12.03626014,16.99896561,0.5331855914,0.1868554585,0.8410459145,66.4197062,60.46934902,21.03801676,47.71796177,6.860733093,0.7976651041,0.7960837885,6.910786936,6.536285383
125,England,Left-footed,No,17.93428547,12.77955988,36.43402073,0.7873297776,0.2011232946,0.7409762796,68.60602799,78.97767017,21.53838327,43.56252789,8.378328914,0.9215907631,0.7345466429,9.684360262,13.4438243
126,Spain,Right-footed,Yes,25.95227813,6.466352971,16.97558225,0.7080048066,0.2273559558,0.613891209,77.39653152,50.52107283,14.52240306,52.61519253,5.632731435,0.7402474616,0.5950485484,3.131824509,9.688911744
